tracking_nr,cod_received,chq_nr,deposit_date
5005634292,416,Direct Deposit,2018-07-21
5005634293,444,Direct Deposit,2018-07-21
5005634294,1969,Direct Deposit,2018-07-21
5005634295,597,Direct Deposit,2018-07-21
5005634296,1983,Direct Deposit,2018-07-21
5005634298,675,Direct Deposit,2018-07-21
5005634299,1381,Direct Deposit,2018-07-21
5005634300,251,Direct Deposit,2018-07-21
5005634318,2182,Direct Deposit,2018-07-21
5005634320,220,Direct Deposit,2018-07-21
5005634324,237,Direct Deposit,2018-07-21
5005634336,516,Direct Deposit,2018-07-21
5005634337,449,Direct Deposit,2018-07-21
5005634338,176,Direct Deposit,2018-07-21
5005634340,605,Direct Deposit,2018-07-21
5005634341,76,Direct Deposit,2018-07-21
5005634342,361,Direct Deposit,2018-07-21
5005634343,371,Direct Deposit,2018-07-21
5005634344,223,Direct Deposit,2018-07-21
5005634350,560,Direct Deposit,2018-07-21
5005634352,149,Direct Deposit,2018-07-21
5005634353,715,Direct Deposit,2018-07-21
5005634359,197,Direct Deposit,2018-07-21
5005634360,107,Direct Deposit,2018-07-21
5005634362,197,Direct Deposit,2018-07-21
5005634363,197,Direct Deposit,2018-07-21
5005634365,197,Direct Deposit,2018-07-21
5005634366,1678,Direct Deposit,2018-07-21
5005634367,197,Direct Deposit,2018-07-21
5005634377,262,Direct Deposit,2018-07-21
5005634378,129,Direct Deposit,2018-07-21
5005634383,197,Direct Deposit,2018-07-21
5005634384,252,Direct Deposit,2018-07-21
5005634385,1079,Direct Deposit,2018-07-21
5005634396,971,Direct Deposit,2018-07-21
5005634398,2046,Direct Deposit,2018-07-21
5005634406,758,Direct Deposit,2018-07-21
5005634407,866,Direct Deposit,2018-07-21
5005634416,2004,Direct Deposit,2018-07-21
5005634420,1765,Direct Deposit,2018-07-21
5005634422,239,Direct Deposit,2018-07-21
5005634424,696,Direct Deposit,2018-07-21
5005634425,505,Direct Deposit,2018-07-21
5005634426,172,Direct Deposit,2018-07-21
5005634431,657,Direct Deposit,2018-07-21
5005634434,251,Direct Deposit,2018-07-21
5005634463,197,Direct Deposit,2018-07-21
5005634469,856,Direct Deposit,2018-07-21
5005634492,1212,Direct Deposit,2018-07-21
5005634497,601,Direct Deposit,2018-07-21
5005634501,362,Direct Deposit,2018-07-21
5005634505,1001,Direct Deposit,2018-07-21
5005634509,1406,Direct Deposit,2018-07-21
5005634510,1025,Direct Deposit,2018-07-21
5005634511,301,Direct Deposit,2018-07-21
5005634512,1601,Direct Deposit,2018-07-21
5005634524,2148,Direct Deposit,2018-07-21
5005634527,548,Direct Deposit,2018-07-21
5005634528,281,Direct Deposit,2018-07-21
5005634529,107,Direct Deposit,2018-07-21
5005634538,655,Direct Deposit,2018-07-21
5005634539,667,Direct Deposit,2018-07-21
5005634540,1729,Direct Deposit,2018-07-21
5005634543,46,Direct Deposit,2018-07-21
5005634544,350,Direct Deposit,2018-07-21
5005634548,87,Direct Deposit,2018-07-21
5005634549,532,Direct Deposit,2018-07-21
5005634556,2195,Direct Deposit,2018-07-21
5005634558,90,Direct Deposit,2018-07-21
5005634564,1067,Direct Deposit,2018-07-21
5005634565,955,Direct Deposit,2018-07-21
5005634566,1706,Direct Deposit,2018-07-21
5005634571,21,Direct Deposit,2018-07-21
5005634572,296,Direct Deposit,2018-07-21
5005634586,508,Direct Deposit,2018-07-21
5005634589,47,Direct Deposit,2018-07-21
5005634594,542,Direct Deposit,2018-07-21
5005634599,308,Direct Deposit,2018-07-21
5005634603,636,Direct Deposit,2018-07-21
5005634608,191,Direct Deposit,2018-07-21
5005634615,822,Direct Deposit,2018-07-21
5005634617,355,Direct Deposit,2018-07-21
5005634623,206,Direct Deposit,2018-07-21
5005634627,532,Direct Deposit,2018-07-21
5005634631,887,Direct Deposit,2018-07-21
5005634635,772,Direct Deposit,2018-07-21
5005634644,532,Direct Deposit,2018-07-21
5005634653,100,Direct Deposit,2018-07-21
5005634655,55,Direct Deposit,2018-07-21
5005634660,1155,Direct Deposit,2018-07-21
5005634661,832,Direct Deposit,2018-07-21
5005634662,503,Direct Deposit,2018-07-21
5005634663,376,Direct Deposit,2018-07-21
5005634664,916,Direct Deposit,2018-07-21
5005634668,167,Direct Deposit,2018-07-21
5005634669,351,Direct Deposit,2018-07-21
5005634670,1171,Direct Deposit,2018-07-21
5005634671,57,Direct Deposit,2018-07-21
5005634674,207,Direct Deposit,2018-07-21
5005634676,522,Direct Deposit,2018-07-21
5005634677,697,Direct Deposit,2018-07-21
5005634680,62,Direct Deposit,2018-07-21
5005634682,109,Direct Deposit,2018-07-21
5005634686,302,Direct Deposit,2018-07-21
5005634689,1339,Direct Deposit,2018-07-21
5005634690,29,Direct Deposit,2018-07-21
5005634694,538,Direct Deposit,2018-07-21
5005634705,1146,Direct Deposit,2018-07-21
5005634719,197,Direct Deposit,2018-07-21
5005634720,145,Direct Deposit,2018-07-21
5005634722,118,Direct Deposit,2018-07-21
5005634724,251,Direct Deposit,2018-07-21
5005634727,197,Direct Deposit,2018-07-21
5005634728,151,Direct Deposit,2018-07-21
5005634729,197,Direct Deposit,2018-07-21
5005634731,384,Direct Deposit,2018-07-21
5005634739,331,Direct Deposit,2018-07-21
5005634748,1534,Direct Deposit,2018-07-21
5005634750,146,Direct Deposit,2018-07-21
5005634752,301,Direct Deposit,2018-07-21
5005634757,201,Direct Deposit,2018-07-21
5005634759,738,Direct Deposit,2018-07-21
5005634760,13,Direct Deposit,2018-07-21
5005634763,552,Direct Deposit,2018-07-21
5005634765,458,Direct Deposit,2018-07-21
5005634766,1059,Direct Deposit,2018-07-21
5005634769,175,Direct Deposit,2018-07-21
5005634773,405,Direct Deposit,2018-07-21
5005634778,1201,Direct Deposit,2018-07-21
5005634795,467,Direct Deposit,2018-07-21
5005634811,50,Direct Deposit,2018-07-21
5005634812,2301,Direct Deposit,2018-07-21
5005634817,740,Direct Deposit,2018-07-21
5005634819,222,Direct Deposit,2018-07-21
5005634821,199,Direct Deposit,2018-07-21
5005634823,3,Direct Deposit,2018-07-21
5005634825,396,Direct Deposit,2018-07-21
5005634826,40,Direct Deposit,2018-07-21
5005634829,955,Direct Deposit,2018-07-21
5005634830,1423,Direct Deposit,2018-07-21
5005634834,1192,Direct Deposit,2018-07-21
5005634836,1021,Direct Deposit,2018-07-21
5005634838,155,Direct Deposit,2018-07-21
5005634847,317,Direct Deposit,2018-07-21
5005634849,2354,Direct Deposit,2018-07-21
5005634851,801,Direct Deposit,2018-07-21
5005634852,635,Direct Deposit,2018-07-21
5005634853,1283,Direct Deposit,2018-07-21
5005634858,421,Direct Deposit,2018-07-21
5005634861,347,Direct Deposit,2018-07-21
5005634863,62,Direct Deposit,2018-07-21
5005634866,197,Direct Deposit,2018-07-21
5005634868,516,Direct Deposit,2018-07-21
5005634869,1422,Direct Deposit,2018-07-21
5005634871,54,Direct Deposit,2018-07-21
5005634872,288,Direct Deposit,2018-07-21
5005634874,111,Direct Deposit,2018-07-21
5005634879,598,Direct Deposit,2018-07-21
5005634880,481,Direct Deposit,2018-07-21
5005634882,1955,Direct Deposit,2018-07-21
5005634888,1006,Direct Deposit,2018-07-21
5005634889,477,Direct Deposit,2018-07-21
5005634890,304,Direct Deposit,2018-07-21
5005634892,1149,Direct Deposit,2018-07-21
5005634893,1401,Direct Deposit,2018-07-21
5005634898,135,Direct Deposit,2018-07-21
5005634899,151,Direct Deposit,2018-07-21
5005634900,249,Direct Deposit,2018-07-21
5005634901,2051,Direct Deposit,2018-07-21
5005634904,197,Direct Deposit,2018-07-21
5005634906,73,Direct Deposit,2018-07-21
5005634910,592,Direct Deposit,2018-07-21
5005634918,43,Direct Deposit,2018-07-21
5005634920,762,Direct Deposit,2018-07-21
5005634928,197,Direct Deposit,2018-07-21
5005634931,455,Direct Deposit,2018-07-21
5005634937,584,Direct Deposit,2018-07-21
5005634940,97,Direct Deposit,2018-07-21
5005634947,1321,Direct Deposit,2018-07-21
5005634950,1798,Direct Deposit,2018-07-21
5005634951,801,Direct Deposit,2018-07-21
5005634953,368,Direct Deposit,2018-07-21
5005634956,416,Direct Deposit,2018-07-21
5005634958,356,Direct Deposit,2018-07-21
5005634964,535,Direct Deposit,2018-07-21
5005634967,282,Direct Deposit,2018-07-21
5005634968,742,Direct Deposit,2018-07-21
5005634969,242,Direct Deposit,2018-07-21
5005634970,241,Direct Deposit,2018-07-21
5005634971,281,Direct Deposit,2018-07-21
5005634972,496,Direct Deposit,2018-07-21
5005634981,595,Direct Deposit,2018-07-21
5005634982,309,Direct Deposit,2018-07-21
5005634983,30,Direct Deposit,2018-07-21
5005634984,383,Direct Deposit,2018-07-21
5005634986,325,Direct Deposit,2018-07-21
5005634987,477,Direct Deposit,2018-07-21
5005634989,133,Direct Deposit,2018-07-21
5005635001,55,Direct Deposit,2018-07-21
5005635042,256,Direct Deposit,2018-07-21
5005635060,1881,Direct Deposit,2018-07-21
5005635063,331,Direct Deposit,2018-07-21
5005635064,96,Direct Deposit,2018-07-21
5005635065,65,Direct Deposit,2018-07-21
5005635085,154,Direct Deposit,2018-07-21
5005635096,2409,Direct Deposit,2018-07-21
5005635097,412,Direct Deposit,2018-07-21
5005635100,486,Direct Deposit,2018-07-21
5005635107,2002,Direct Deposit,2018-07-21
5005635119,405,Direct Deposit,2018-07-21
5005635124,562,Direct Deposit,2018-07-21
5005635125,228,Direct Deposit,2018-07-21
5005635130,735,Direct Deposit,2018-07-21
5005635131,806,Direct Deposit,2018-07-21
5005635135,1302,Direct Deposit,2018-07-21
5005635140,1192,Direct Deposit,2018-07-21
5005635147,1252,Direct Deposit,2018-07-21
5005635162,155,Direct Deposit,2018-07-21
5005635165,119,Direct Deposit,2018-07-21
5005635166,973,Direct Deposit,2018-07-21
5005635167,643,Direct Deposit,2018-07-21
5005635168,785,Direct Deposit,2018-07-21
5005635169,391,Direct Deposit,2018-07-21
5005635177,1033,Direct Deposit,2018-07-21
5005635182,626,Direct Deposit,2018-07-21
5005635201,289,Direct Deposit,2018-07-21
5005635205,570,Direct Deposit,2018-07-21
5005635206,1637,Direct Deposit,2018-07-21
5005635208,266,Direct Deposit,2018-07-21
5005635209,2051,Direct Deposit,2018-07-21
5005635212,5,Direct Deposit,2018-07-21
5005635219,561,Direct Deposit,2018-07-21
5005635230,161,Direct Deposit,2018-07-21
5005635232,104,Direct Deposit,2018-07-21
5005635234,202,Direct Deposit,2018-07-21
5005635240,17,Direct Deposit,2018-07-21
5005635243,221,Direct Deposit,2018-07-21
5005635246,218,Direct Deposit,2018-07-21
5005635249,396,Direct Deposit,2018-07-21
5005635251,139,Direct Deposit,2018-07-21
5005635260,1355,Direct Deposit,2018-07-21
5005635261,705,Direct Deposit,2018-07-21
5005635265,67,Direct Deposit,2018-07-21
5005635275,266,Direct Deposit,2018-07-21
5005635276,277,Direct Deposit,2018-07-21
5005635283,257,Direct Deposit,2018-07-21
5005635287,2490,Direct Deposit,2018-07-21
5005635292,1302,Direct Deposit,2018-07-21
5005635296,251,Direct Deposit,2018-07-21
5005635297,28,Direct Deposit,2018-07-21
5005635299,554,Direct Deposit,2018-07-21
5005635306,766,Direct Deposit,2018-07-21
5005635320,1107,Direct Deposit,2018-07-21
5005635324,113,Direct Deposit,2018-07-21
5005635331,1217,Direct Deposit,2018-07-21
5005635334,1559,Direct Deposit,2018-07-21
5005635336,1053,Direct Deposit,2018-07-21
5005635339,189,Direct Deposit,2018-07-21
5005635341,290,Direct Deposit,2018-07-21
5005635344,1193,Direct Deposit,2018-07-21
5005635346,292,Direct Deposit,2018-07-21
5005635348,1492,Direct Deposit,2018-07-21
5005635349,1555,Direct Deposit,2018-07-21
5005635354,2201,Direct Deposit,2018-07-21
5005635356,147,Direct Deposit,2018-07-21
5005635360,56,Direct Deposit,2018-07-21
5005635362,208,Direct Deposit,2018-07-21
5005635363,96,Direct Deposit,2018-07-21
5005635370,501,Direct Deposit,2018-07-21
5005635371,29,Direct Deposit,2018-07-21
5005635372,56,Direct Deposit,2018-07-21
5005635376,1202,Direct Deposit,2018-07-21
5005635383,606,Direct Deposit,2018-07-21
5005635398,317,Direct Deposit,2018-07-21
5005635418,242,Direct Deposit,2018-07-21
5005635420,832,Direct Deposit,2018-07-21
5005635440,459,Direct Deposit,2018-07-21
5005635448,1258,Direct Deposit,2018-07-21
5005635455,1408,Direct Deposit,2018-07-21
5005635456,952,Direct Deposit,2018-07-21
5005635466,905,Direct Deposit,2018-07-21
5005635469,1094,Direct Deposit,2018-07-21
5005635475,422,Direct Deposit,2018-07-21
5005635481,126,Direct Deposit,2018-07-21
5005635486,501,Direct Deposit,2018-07-21
5005635491,2455,Direct Deposit,2018-07-21
5005635496,2271,Direct Deposit,2018-07-21
5005635498,1851,Direct Deposit,2018-07-21
5005635499,151,Direct Deposit,2018-07-21
5005635513,747,Direct Deposit,2018-07-21
5005635514,1102,Direct Deposit,2018-07-21
5005635528,955,Direct Deposit,2018-07-21
5005635531,1146,Direct Deposit,2018-07-21
5005635533,1046,Direct Deposit,2018-07-21
5005635534,1270,Direct Deposit,2018-07-21
5005635535,70,Direct Deposit,2018-07-21
5005635538,706,Direct Deposit,2018-07-21
5005635539,1111,Direct Deposit,2018-07-21
5005635542,41,Direct Deposit,2018-07-21
5005635569,411,Direct Deposit,2018-07-21
5005635570,1002,Direct Deposit,2018-07-21
5005635571,431,Direct Deposit,2018-07-21
5005635575,347,Direct Deposit,2018-07-21
5005635577,607,Direct Deposit,2018-07-21
5005635578,992,Direct Deposit,2018-07-21
5005635580,195,Direct Deposit,2018-07-21
5005635581,15,Direct Deposit,2018-07-21
5005635589,1251,Direct Deposit,2018-07-21
5005635617,1547,Direct Deposit,2018-07-21
5005635626,251,Direct Deposit,2018-07-21
5005635653,2452,Direct Deposit,2018-07-21
5005635656,566,Direct Deposit,2018-07-21
5005635657,844,Direct Deposit,2018-07-21
5005635666,2136,Direct Deposit,2018-07-21
5005635672,1156,Direct Deposit,2018-07-21
5005635683,395,Direct Deposit,2018-07-21
5005635686,446,Direct Deposit,2018-07-21
5005635687,748,Direct Deposit,2018-07-21
5005635688,705,Direct Deposit,2018-07-21
5005635709,597,Direct Deposit,2018-07-21
5005635711,501,Direct Deposit,2018-07-21
5005635712,682,Direct Deposit,2018-07-21
5005635716,125,Direct Deposit,2018-07-21
5005635717,412,Direct Deposit,2018-07-21
5005635723,1202,Direct Deposit,2018-07-21
5005635724,421,Direct Deposit,2018-07-21
5005635735,82,Direct Deposit,2018-07-21
5005635739,137,Direct Deposit,2018-07-21
5005635748,266,Direct Deposit,2018-07-21
5005635749,915,Direct Deposit,2018-07-21
5005635754,324,Direct Deposit,2018-07-21
5005635760,574,Direct Deposit,2018-07-21
5005635761,2446,Direct Deposit,2018-07-21
5005635762,566,Direct Deposit,2018-07-21
5005635768,110,Direct Deposit,2018-07-21
5005635770,159,Direct Deposit,2018-07-21
5005635772,186,Direct Deposit,2018-07-21
5005635773,67,Direct Deposit,2018-07-21
5005635774,219,Direct Deposit,2018-07-21
5005635776,251,Direct Deposit,2018-07-21
5005635797,1201,Direct Deposit,2018-07-21
5005635799,251,Direct Deposit,2018-07-21
5005635801,2276,Direct Deposit,2018-07-21
5005635804,404,Direct Deposit,2018-07-21
5005635805,204,Direct Deposit,2018-07-21
5005635809,205,Direct Deposit,2018-07-21
5005635811,467,Direct Deposit,2018-07-21
5005635816,501,Direct Deposit,2018-07-21
5005635818,489,Direct Deposit,2018-07-21
5005635821,2004,Direct Deposit,2018-07-21
5005635826,29,Direct Deposit,2018-07-21
5005635828,1201,Direct Deposit,2018-07-21
5005635836,702,Direct Deposit,2018-07-21
5005635840,1,Direct Deposit,2018-07-21
5005635843,1415,Direct Deposit,2018-07-21
5005635846,406,Direct Deposit,2018-07-21
5005635847,1547,Direct Deposit,2018-07-21
5005635848,756,Direct Deposit,2018-07-21
5005635858,168,Direct Deposit,2018-07-21
5005635860,582,Direct Deposit,2018-07-21
5005635861,606,Direct Deposit,2018-07-21
5005635870,333,Direct Deposit,2018-07-21
5005635871,654,Direct Deposit,2018-07-21
5005635872,1145,Direct Deposit,2018-07-21
5005635873,1355,Direct Deposit,2018-07-21
5005635874,137,Direct Deposit,2018-07-21
5005635875,672,Direct Deposit,2018-07-21
5005635878,265,Direct Deposit,2018-07-21
5005635880,265,Direct Deposit,2018-07-21
5005635881,722,Direct Deposit,2018-07-21
5005635885,332,Direct Deposit,2018-07-21
5005635894,452,Direct Deposit,2018-07-21
5005635899,251,Direct Deposit,2018-07-21
5005635900,1104,Direct Deposit,2018-07-21
5005635922,1266,Direct Deposit,2018-07-21
5005635925,1633,Direct Deposit,2018-07-21
5005635929,239,Direct Deposit,2018-07-21
5005635930,230,Direct Deposit,2018-07-21
5005635934,1652,Direct Deposit,2018-07-21
5005635937,221,Direct Deposit,2018-07-21
5005635940,747,Direct Deposit,2018-07-21
5005635944,302,Direct Deposit,2018-07-21
5005635946,583,Direct Deposit,2018-07-21
5005635948,1196,Direct Deposit,2018-07-21
5005635950,608,Direct Deposit,2018-07-21
5005635952,476,Direct Deposit,2018-07-21
5005635966,206,Direct Deposit,2018-07-21
5005635968,422,Direct Deposit,2018-07-21
5005635974,346,Direct Deposit,2018-07-21
5005635987,435,Direct Deposit,2018-07-21
5005635989,1445,Direct Deposit,2018-07-21
5005635992,925,Direct Deposit,2018-07-21
5005635994,982,Direct Deposit,2018-07-21
5005635997,455,Direct Deposit,2018-07-21
5005636001,2004,Direct Deposit,2018-07-21
5005636003,623,Direct Deposit,2018-07-21
5005636004,1052,Direct Deposit,2018-07-21
5005636006,1155,Direct Deposit,2018-07-21
5005636007,1455,Direct Deposit,2018-07-21
5005636008,1332,Direct Deposit,2018-07-21
5005636009,1455,Direct Deposit,2018-07-21
5005636019,506,Direct Deposit,2018-07-21
5005636034,755,Direct Deposit,2018-07-21
5005636036,673,Direct Deposit,2018-07-21
5005636037,66,Direct Deposit,2018-07-21
5005636044,173,Direct Deposit,2018-07-21
5005636049,652,Direct Deposit,2018-07-21
5005636051,1838,Direct Deposit,2018-07-21
5005636052,636,Direct Deposit,2018-07-21
5005636056,282,Direct Deposit,2018-07-21
5005636058,37,Direct Deposit,2018-07-21
5005636062,1221,Direct Deposit,2018-07-21
5005636064,801,Direct Deposit,2018-07-21
5005636069,663,Direct Deposit,2018-07-21
5005636076,73,Direct Deposit,2018-07-21
5005636078,104,Direct Deposit,2018-07-21
5005636080,61,Direct Deposit,2018-07-21
5005636084,240,Direct Deposit,2018-07-21
5005636087,1281,Direct Deposit,2018-07-21
5005636088,1854,Direct Deposit,2018-07-21
5005636093,12,Direct Deposit,2018-07-21
5005636098,1622,Direct Deposit,2018-07-21
5005636103,1195,Direct Deposit,2018-07-21
5005636114,2227,Direct Deposit,2018-07-21
5005636121,222,Direct Deposit,2018-07-21
5005636123,255,Direct Deposit,2018-07-21
5005636125,429,Direct Deposit,2018-07-21
5005636129,427,Direct Deposit,2018-07-21
5005636130,555,Direct Deposit,2018-07-21
5005636131,555,Direct Deposit,2018-07-21
5005636141,7,Direct Deposit,2018-07-21
5005636147,582,Direct Deposit,2018-07-21
5005636148,201,Direct Deposit,2018-07-21
5005636150,155,Direct Deposit,2018-07-21
5005636157,301,Direct Deposit,2018-07-21
5005636159,822,Direct Deposit,2018-07-21
5005636164,455,Direct Deposit,2018-07-21
5005636165,681,Direct Deposit,2018-07-21
5005636178,135,Direct Deposit,2018-07-21
5005636179,181,Direct Deposit,2018-07-21
5005636188,561,Direct Deposit,2018-07-21
5005636194,794,Direct Deposit,2018-07-21
5005636201,621,Direct Deposit,2018-07-21
5005636203,676,Direct Deposit,2018-07-21
5005636207,801,Direct Deposit,2018-07-21
5005636209,806,Direct Deposit,2018-07-21
5005636214,601,Direct Deposit,2018-07-21
5005636215,417,Direct Deposit,2018-07-21
5005636219,116,Direct Deposit,2018-07-21
5005636220,719,Direct Deposit,2018-07-21
5005636222,476,Direct Deposit,2018-07-21
5005636223,2001,Direct Deposit,2018-07-21
5005636225,516,Direct Deposit,2018-07-21
5005636230,563,Direct Deposit,2018-07-21
5005636231,562,Direct Deposit,2018-07-21
5005636241,1802,Direct Deposit,2018-07-21
5005636242,172,Direct Deposit,2018-07-21
5005636243,91,Direct Deposit,2018-07-21
5005636244,83,Direct Deposit,2018-07-21
5005636254,335,Direct Deposit,2018-07-21
5005636262,544,Direct Deposit,2018-07-21
5005636264,377,Direct Deposit,2018-07-21
5005636266,1120,Direct Deposit,2018-07-21
5005636267,489,Direct Deposit,2018-07-21
5005636268,475,Direct Deposit,2018-07-21
5005636274,67,Direct Deposit,2018-07-21
5005636278,751,Direct Deposit,2018-07-21
5005636282,156,Direct Deposit,2018-07-21
5005636288,1387,Direct Deposit,2018-07-21
